Project Name,Package Name,Architecture Smell,Cause of the Smell
Note_pad,com.mmomeni.notepad,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BuildConfig]; [ExampleInstrumentedTest]; [AboutActivity]; [EditActivity; SoundPlayer; MainActivity]; [MyViewHolder]; [Note]; [NoteAdapter]; [SettingsActivity; SettingsFragment]; [EditActivityTest]; [ToolbarTest]. LCC (Lack of Component Cohesion) = 0.77
